Reaction,LowerBound,UpperBound,width,iswidthzero,arebothboundszero,isnotreversible
CMtpp,0,14.78173536,14.78173536,0,0,1
CO2tex,-1.38,0.8513398975,2.2313398975,0,0,0
CO2tpp,-1.38,1.380584,2.760584,0,0,0
COBALT2abcpp,0,3.3497763078,3.3497763078,0,0,1
COBALT2t3pp,0,14.7817353601,14.7817353601,0,0,1
COBALT2tex,0,5.02782929512335E-07,5.02782929512335E-07,0,0,1
COBALT2tpp,0,14.78173536,14.78173536,0,0,1
COLIPAKpp,0,0.0032333333,0.0032333333,0,0,1
COLIPAPabctex,0,0.0032333333,0.0032333333,0,0,1
COLIPAabcpp,0,0.00485,0.00485,0,0,1
COLIPAabctex,0,0.00485,0.00485,0,0,1
CPGNR1,0,0.7057231425,0.7057231425,0,0,1
CPGNR2,0,0.7057231425,0.7057231425,0,0,1
CPGNR3,0,0.7057231425,0.7057231425,0,0,1
CPGNUtex,0,1.411446285,1.411446285,0,0,1
CPGNUtpp,0,1.411446285,1.411446285,0,0,1
CPGNabcpp,0,1.411446285,1.411446285,0,0,1
CPGNexs,0,1.411446285,1.411446285,0,0,1
CPGNtonex,0,1.411446285,1.411446285,0,0,1
CPH4S,0,0,0,1,1,1
CPMPS,0,5.14740936162525E-06,5.14740936162525E-06,0,0,1
CPPPGO,0,0.0272317827,0.0272317827,0,0,1
CPPPGO2,0,0.0255221322,0.0255221322,0,0,1
CRNBTCT,0,0,0,1,1,1
CRNCAL2,0,0,0,1,1,1
CRNCAR,0,0,0,1,1,1
CRNCBCT,0,0,0,1,1,1
CRNCDH,0,0,0,1,1,1
CRNDCAL2,0,0,0,1,1,1
CRNDabcpp,0,3.3497763078,3.3497763078,0,0,1
CRNDt2rpp,-3.3497762878,1000,1003.3497762878,0,0,0
CRNDtex,0,0,0,1,1,1
CRNabcpp,0,3.3497763078,3.3497763078,0,0,1
CRNt2rpp,-1000,0,1000,0,0,1
CRNt7pp,0,0,0,1,1,1
CRNt8pp,0,1000,1000,0,0,1
CRNtex,-3.5527136788005E-14,0,3.5527136788005E-14,0,0,1
CS,-2.60371125573822E-12,0.3457864869,0.3457864869,0,0,0
CSND,-9.24049101134449E-16,1.1165921026,1.1165921026,0,0,0
CSNt2pp,0,0,0,1,1,1
CSNtex,2.09093318889188E-14,0,-2.09093318889188E-14,0,0,1
CTBTCAL2,0,0,0,1,1,1
CTBTabcpp,0,3.3497763078,3.3497763078,0,0,1
CTBTt2rpp,-3.3497762878,0,3.3497762878,0,0,1
CTECOAI6,-0.6471832241,0.3688982239,1.016081448,0,0,0
CTECOAI7,-0.6471832241,0.6471832272,1.2943664513,0,0,0
CTECOAI8,-0.0010174712,0.6471832271,0.6482006983,0,0,0
CTPS2,3.39547253393704E-16,1.1165921026,1.1165921026,0,0,1
CU1Opp,0,0,0,1,1,1
CU1abcpp,0,0,0,1,1,1
CU2abcpp,0,3.3497763078,3.3497763078,0,0,1
CU2tex,0,1.42589238781854E-05,1.42589238781854E-05,0,0,1
CU2tpp,0,3.3497763078,3.3497763078,0,0,1
CUt3,0,0,0,1,1,1
CUtex,0,0,0,1,1,1
CYANST,0,0,0,1,1,1
CYANSTpp,0,0,0,1,1,1
CYANtex,0,0,0,1,1,1
CYNTAH,0,0,0,1,1,1
CYNTt2pp,0,0,0,1,1,1
CYNTtex,0,0,0,1,1,1
CYSDDS,0,0,0,1,1,1
CYSDS,0,0.0957027744,0.0957027744,0,0,1
CYSDabcpp,0,0,0,1,1,1
CYSDtex,0,0,0,1,1,1
CYSS,0,0.0957027744,0.0957027744,0,0,1
CYSSADS,0,0,0,1,1,1
CYSTL,2.22292689109135E-13,0.0478513872,0.0478513872,0,0,1
CYSTRS,0,0,0,1,1,1
CYSabc2pp,0,1.6748881539,1.6748881539,0,0,1
CYSabcpp,0,3.3497763078,3.3497763078,0,0,1
CYStex,-0.0957027744,0,0.0957027744,0,0,1
CYStpp,0,3.3497763078,3.3497763078,0,0,1
CYTBD2pp,0,2.76,2.76,0,0,1
CYTBDpp,0,2.76,2.76,0,0,1
CYTBO3_4pp,-6.8452975284528E-13,1.0396269912,1.0396269912,0,0,0
CYTD,0,1.1165921026,1.1165921026,0,0,1
CYTDH,0,0.837444077,0.837444077,0,0,1
CYTDK2,0,3.3497763078,3.3497763078,0,0,1
CYTDt2pp,0,1000,1000,0,0,1
CYTDt2rpp,-1000,0,1000,0,0,1
CYTDtex,-0.0608574333,0,0.0608574333,0,0,1
CYTK1,-1.1165920959,3.3497763078,4.4663684037,0,0,0
CYTK2,-0.0608574333,3.3497763078,3.4106337411,0,0,0
D_DASH_LACt2pp,-0.46,0,0.46,0,0,1
D_DASH_LACtex,-0.46,0,0.46,0,0,1
DAAD,0,1.2886157289,1.2886157289,0,0,1
DADA,0,0.5755059102,0.5755059102,0,0,1
DADK,-0.0608574333,3.3497763078,3.4106337411,0,0,0
DADNt2pp,0,0,0,1,1,1
DADNtex,0,0,0,1,1,1
DAGK120,0,3.3497763078,3.3497763078,0,0,1
DAGK140,0,3.3497763078,3.3497763078,0,0,1
DAGK141,0,3.3497763078,3.3497763078,0,0,1
DAGK160,0,3.3497763078,3.3497763078,0,0,1
DAGK161,0,3.3497763078,3.3497763078,0,0,1
DAGK180,0,3.3497763078,3.3497763078,0,0,1
DAGK181,0,3.3497763078,3.3497763078,0,0,1
DALAt2pp,0,0.2129947469,0.2129947469,0,0,1
DALAtex,-0.1691285516,0,0.1691285516,0,0,1
DAMPtex,-5.04870979341447E-29,0,5.04870979341447E-29,0,0,1
DAPAL,0,0,0,1,1,1
DAPDC,0,0.186574928,0.186574928,0,0,1
DAPE,0,0.186574928,0.186574928,0,0,1
DAPabcpp,0,0,0,1,1,1
DAPtex,-0.1865749277,0,0.1865749277,0,0,1
DASYN120,0,3.3497763078,3.3497763078,0,0,1
DASYN140,0,3.3497763078,3.3497763078,0,0,1
DASYN141,0,3.3497763078,3.3497763078,0,0,1
DASYN160,0,3.3497763078,3.3497763078,0,0,1
DASYN161,0,3.3497763078,3.3497763078,0,0,1
DASYN180,0,3.3497763078,3.3497763078,0,0,1
DASYN181,0,3.3497763078,3.3497763078,0,0,1
DATPHs,0,0.0608574333,0.0608574333,0,0,1
DB4PS,0,1.8664590043536E-05,1.8664590043536E-05,0,0,1
DBTS,-1.13686837721616E-13,4.18488565998564E-08,4.18489702866941E-08,0,0,0
DC6PH,0,0,0,1,1,1
DCAtex,0,0,0,1,1,1
DCMPtex,0,0,0,1,1,1
DCTPD,0,0.0608574333,0.0608574333,0,0,1
DCYTD,0,0.0608574333,0.0608574333,0,0,1
DCYTt2pp,0,0,0,1,1,1
DCYTtex,0,0,0,1,1,1
DDCAtexi,0,0,0,1,1,1
DDGALK,0,0,0,1,1,1
DDGLCNt2rpp,0,0,0,1,1,1
DDGLCNtex,0,0,0,1,1,1
DDGLK,0,0,0,1,1,1
DDPA,-2.4237170527886E-13,0.0714869876,0.0714869876,0,0,0
DDPGALA,0,0,0,1,1,1
DGK1,-0.0608574333,3.3497763078,3.4106337411,0,0,0
DGMPtex,0,0,0,1,1,1
DGSNt2pp,0,0,0,1,1,1
DGSNtex,0,0,0,1,1,1
DHACOAH,0,0,0,1,1,1
DHAD1,0,0.23,0.23,0,0,1
DHAD2,0,0.1759568427,0.1759568427,0,0,1
DHAPT,0,0.7200660732,0.7200660732,0,0,1
DHAtex,-0.23,0,0.23,0,0,1
DHAtpp,-0.23,0,0.23,0,0,1
DHBD,0,0.0714869876,0.0714869876,0,0,1
DHBS,0,1.6748881539,1.6748881539,0,0,1
DHBSH,0,1.6748881539,1.6748881539,0,0,1
DHCIND,0,0,0,1,1,1
DHCINDO,0,0,0,1,1,1
DHDPRy,3.30049596173373E-13,0.186574928,0.186574928,0,0,1
DHDPS,3.30049596173373E-13,0.186574928,0.186574928,0,0,1
DHFR,-1.83037750899185E-13,0.2626276688,0.2626276688,0,0,0
DHFS,7.06934176250214E-16,1.86645900435302E-05,1.86645900428233E-05,0,0,1
DHMPTR,0,0,0,1,1,1
DHNAOT4,3.08035552119488E-16,9.33229502176511E-06,9.33229502145707E-06,0,0,1
DHNCOAS,3.08035552119488E-16,9.33229502176511E-06,9.33229502145707E-06,0,0,1
DHNCOAT,3.08035552119488E-16,9.33229502176511E-06,9.33229502145707E-06,0,0,1
DHNPA2r,7.06934176250214E-16,1.86645900435302E-05,1.86645900428233E-05,0,0,1
DHNPTE,0,0,0,1,1,1
DHORD2,0,0.4182179446,0.4182179446,0,0,1
DHORD5,0,0.4140735988,0.4140735988,0,0,1
DHORDfum,0,0.3518917008,0.3518917008,0,0,1
DHORTS,-0.4182179432,0,0.4182179432,0,0,1
DHPPD,0,0,0,1,1,1
DHPPDA2,0,9.33229502185938E-06,9.33229502185938E-06,0,0,1
DHPS2,0,1.86645900437165E-05,1.86645900437165E-05,0,0,1
DHPTDCs2,-1.52170746767755E-14,0.0608574333,0.0608574333,0,0,0
DHPTDNR,0,0,0,1,1,1
DHPTDNRN,0,0,0,1,1,1
DHPTPE,0,0,0,1,1,1
DHQS,-5.52540107620914E-15,0.0714869876,0.0714869876,0,0,0
DHQTi,0,0.0714869876,0.0714869876,0,0,1
DIMPtex,0,0,0,1,1,1
DINSt2pp,0,0,0,1,1,1
DINStex,1.2146425257531E-30,0,-1.2146425257531E-30,0,0,1
DKGLCNR1,0,0,0,1,1,1
DKGLCNR2x,0,0,0,1,1,1
DKGLCNR2y,0,0,0,1,1,1
DMATT,0,1.98154336005075E-05,1.98154336005075E-05,0,0,1
DMPPS,0,0.0001386453,0.0001386453,0,0,1
DMQMT,0,4.6661475109961E-06,4.6661475109961E-06,0,0,1
DMSOR1,0,0,0,1,1,1
DMSOR1pp,0,0,0,1,1,1
DMSOR2,0,0,0,1,1,1
DMSOR2pp,0,0,0,1,1,1
DMSOtex,0,0,0,1,1,1
DMSOtpp,0,0,0,1,1,1
DMStex,0,0,0,1,1,1
DNMPPA,0,1.86645900439845E-05,1.86645900439845E-05,0,0,1
DNTPPA,0,1.86645900439845E-05,1.86645900439845E-05,0,0,1
DOGULNR,0,0,0,1,1,1
DOPAtex,0,0,0,1,1,1
DOXRBCNtex,0,14.7817353601,14.7817353601,0,0,1
DOXRBCNtpp,0,14.7817353601,14.7817353601,0,0,1
DPCOAK,-8.93558501758513E-14,1.20524707883587E-05,1.20524708777146E-05,0,0,0
DPR,-8.93558501758513E-14,1.20524707883587E-05,1.20524708777146E-05,0,0,0
DRPA,0,0.0608574333,0.0608574333,0,0,1
DSBAO1,0,0,0,1,1,1
DSBAO2,0,0,0,1,1,1
DSBCGT,0,1.66492970376939E-30,1.66492970376939E-30,0,0,1
DSBDR,0,0,0,1,1,1
DSBGGT,0,0,0,1,1,1
DSERDHr,-0.6751452032,0,0.6751452032,0,0,1
DSERt2pp,0,0,0,1,1,1
DSERtex,0,0,0,1,1,1
DTARTD,0,0,0,1,1,1
DTMPK,0,3.3497763078,3.3497763078,0,0,1
DTMPtex,0,0,0,1,1,1
DUMPtex,0,0,0,1,1,1
DURADx,0,0,0,1,1,1
DURIK1,0,3.3497763078,3.3497763078,0,0,1
DURIPP,-0.2626276679,0.0608574333,0.3234851012,0,0,0
DURIt2pp,0,0,0,1,1,1
DURItex,0,0,0,1,1,1
DUTPDP,0,0.0608574333,0.0608574333,0,0,1
DXPRIi,0,0.0001386453,0.0001386453,0,0,1
DXPS,0,0.0001479776,0.0001479776,0,0,1
DXYLK,0,0,0,1,1,1
E4PD,0,4.66614751071147E-06,4.66614751071147E-06,0,0,1
EAR100x,0,0.4179111725,0.4179111725,0,0,1
EAR100y,0,0.4009763303,0.4009763303,0,0,1
EAR120x,0,0.6471832255,0.6471832255,0,0,1
EAR120y,0,0.6148303731,0.6148303731,0,0,1
EAR121x,0,0.3688982239,0.3688982239,0,0,1
EAR121y,0,0.3547098307,0.3547098307,0,0,1
EAR140x,0,0.6471832255,0.6471832255,0,0,1
EAR140y,0,0.6148303731,0.6148303731,0,0,1
EAR141x,0,0.3688982239,0.3688982239,0,0,1
EAR141y,0,0.3547098307,0.3547098307,0,0,1
EAR160x,0,0.6471832255,0.6471832255,0,0,1
EAR160y,0,0.6148303731,0.6148303731,0,0,1
EAR161x,0,0.6471832272,0.6471832272,0,0,1
EAR161y,0,0.6148303731,0.6148303731,0,0,1
EAR180x,0,0.6471832272,0.6471832272,0,0,1
EAR180y,0,0.6148303731,0.6148303731,0,0,1
EAR181x,0,0.6471832255,0.6471832255,0,0,1
EAR181y,0,0.6148303731,0.6148303731,0,0,1
EAR40x,0,0.2026449742,0.2026449742,0,0,1
EAR40y,0,0.1989605201,0.1989605201,0,0,1
EAR60x,0,0.2026449742,0.2026449742,0,0,1
EAR60y,0,0.1989605201,0.1989605201,0,0,1
EAR80x,0,0.2026449742,0.2026449742,0,0,1
EAR80y,0,0.1989605201,0.1989605201,0,0,1
ECA4COLIPAabctex,0,0.0043619729,0.0043619729,0,0,1
ECA4OALpp,0,0.0043619729,0.0043619729,0,0,1
ECAP1pp,0,0.0043619729,0.0043619729,0,0,1
ECAP2pp,0,0.0043619729,0.0043619729,0,0,1
ECAP3pp,0,0.0043619729,0.0043619729,0,0,1
ECAtpp,0,0.0174478916,0.0174478916,0,0,1
ECOAH1,-0.2026449734,0.1725,0.3751449734,0,0,0
ECOAH2,-0.2026449734,0.1725,0.3751449734,0,0,0
ECOAH3,-0.2026449734,0.0581124586,0.260757432,0,0,0
ECOAH4,-0.4179111706,0.0581124586,0.4760236292,0,0,0
ECOAH5,-0.6471832241,0.0581124586,0.7052956827,0,0,0
ECOAH6,-0.6471832241,0.0186612936,0.6658445177,0,0,0
ECOAH7,-0.6471832241,0.0093306468,0.6565138709,0,0,0
ECOAH8,-0.6471832241,0.0010174713,0.6482006954,0,0,0
EDA,-2.46950432506885E-23,0.1530294203,0.1530294203,0,0,0
EDD,-2.46950432506885E-23,0.1530294203,0.1530294203,0,0,0
EDTXS1,0,0.0096854098,0.0096854098,0,0,1
EDTXS2,0,0.0096854098,0.0096854098,0,0,1
EDTXS3,0,0.0093306468,0.0093306468,0,0,1
EDTXS4,0,0.0093306468,0.0093306468,0,0,1
EGMEACPR,0,1.27508404596779E-09,1.27508404596779E-09,0,0,1
ENLIPAabctex,0,0.0064666667,0.0064666667,0,0,1
ENO,-5.59682439751757E-19,0.4581898116,0.4581898116,0,0,0
ENTCS,0,0.5582960513,0.5582960513,0,0,1
ENTERES,0,0.5582960513,0.5582960513,0,0,1
ENTERES2,0,0.4551365216,0.4551365216,0,0,1
EPMEACPR,0,6.63441143338829E-10,6.63441143338829E-10,0,0,1
ETHAAL,0,0.4833411131,0.4833411131,0,0,1
ETHAt2pp,0,0.4172955356,0.4172955356,0,0,1
ETHAtex,-0.3110260872,0,0.3110260872,0,0,1
ETHSO3abcpp,6.31088724176809E-29,0,-6.31088724176809E-29,0,0,1
ETHSO3tex,6.31088724176809E-29,0,-6.31088724176809E-29,0,0,1
ETOHtex,-0.46,0,0.46,0,0,1
ETOHtrpp,-0.46,0,0.46,0,0,1
F6PA,-0.2927694927,0.23,0.5227694927,0,0,0
F6PP,0,3.3497763078,3.3497763078,0,0,1
F6Pt6_2pp,0,0,0,1,1,1
F6Ptex,0,0,0,1,1,1
FA100ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA120ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA140ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA141ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA160ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA161ACPHi,0,3.3497763078,3.3497763078,0,0,1
FA80ACPHi,0,3.3497763078,3.3497763078,0,0,1
FACOAE100,0,0.6471832272,0.6471832272,0,0,1
FACOAE120,0,1.121361453,1.121361453,0,0,1
FACOAE140,0,1.121361453,1.121361453,0,0,1
FACOAE141,0,1.121361453,1.121361453,0,0,1
FACOAE160,0,1.121361453,1.121361453,0,0,1
FACOAE161,0,1.121361453,1.121361453,0,0,1
FACOAE180,0,1.121361453,1.121361453,0,0,1
FACOAE181,0,1.121361453,1.121361453,0,0,1
FACOAE60,0,3.3798854436,3.3798854436,0,0,1
FACOAE80,0,0.4179111725,0.4179111725,0,0,1
FACOAL100t2pp,0,0,0,1,1,1
FACOAL120t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL140t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL141t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL160t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL161t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL180t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL181t2pp,0,1.121361453,1.121361453,0,0,1
FACOAL60t2pp,0,3.3497763078,3.3497763078,0,0,1
FACOAL80t2pp,0,0,0,1,1,1
FADRx,0,1.3356389143,1.3356389143,0,0,1
FADRx2,0,1.2886157289,1.2886157289,0,0,1
FALDH2,0,0,0,1,1,1
FALDtex,0,0,0,1,1,1
FALDtpp,0,0,0,1,1,1
FALGTHLs,0,0,0,1,1,1
FBA,-1.13047170882416E-22,0.2285933013,0.2285933013,0,0,0
FBA3,0,0.0641761914,0.0641761914,0,0,1
FBP,-1.1E-24,0.007008347,0.007008347,0,0,0
FCI,0,0,0,1,1,1
FCLK,0,0,0,1,1,1
FCLPA,0,0,0,1,1,1
FCLT,0,0.0272317829,0.0272317829,0,0,1
FDH4pp,0,2.76,2.76,0,0,1
FDH5pp,0,2.76,2.76,0,0,1
FDMO,0,3.59129325769886E-13,3.59129325769886E-13,0,0,1
FDMO2,0,0,0,1,1,1
FDMO3,0,0,0,1,1,1
FDMO4,0,-7.57306469012172E-29,-7.57306469012172E-29,0,0,1
FDMO6,0,0,0,1,1,1
FE2abcpp,0,3.1997476669,3.1997476669,0,0,1
FE2t2pp,0,7.39086768,7.39086768,0,0,1
FE2t3pp,0,14.78173536,14.78173536,0,0,1
FE2tex,-1.9096037879,1000,1001.9096037879,0,0,0
FE2tpp,0,14.78173536,14.78173536,0,0,1
FE3DCITabcpp,0,0,0,1,1,1
FE3DCITtonex,0,2.27373675443232E-14,2.27373675443232E-14,0,0,1
FE3DHBZR,0,0,0,1,1,1
FE3DHBZSabcpp,0,0,0,1,1,1
FE3DHBZStonex,0,0,0,1,1,1
FE3HOXR1,0,0.7057231425,0.7057231425,0,0,1
FE3HOXR2,0,0.7057231425,0.7057231425,0,0,1
FE3HOXR3,0,0.7057231425,0.7057231425,0,0,1
FE3HOXUtex,0,1.411446285,1.411446285,0,0,1
FE3HOXUtpp,0,1.411446285,1.411446285,0,0,1
FE3HOXabcpp,0,1.411446285,1.411446285,0,0,1
FE3HOXexs,0,1.411446285,1.411446285,0,0,1
FE3HOXtonex,0,1.411446285,1.411446285,0,0,1
FE3Ri,0,1.3356389143,1.3356389143,0,0,1
FE3abcpp,0,1.9096037973,1.9096037973,0,0,1
FE3tex,-1000,1.9096037973,1001.9096037973,0,0,0
FECRMR1,0,0.7057231425,0.7057231425,0,0,1
FECRMR2,0,0.7057231425,0.7057231425,0,0,1
FECRMR3,0,0.7057231425,0.7057231425,0,0,1
FECRMUtex,0,1.411446285,1.411446285,0,0,1
FECRMUtpp,0,1.411446285,1.411446285,0,0,1
FECRMabcpp,0,1.411446285,1.411446285,0,0,1
FECRMexs,0,1.411446285,1.411446285,0,0,1
FECRMtonex,0,1.411446285,1.411446285,0,0,1
FEENTERR1,0,0.7057231425,0.7057231425,0,0,1
FEENTERR2,0,0.7057231425,0.7057231425,0,0,1
FEENTERR3,0,0.7057231425,0.7057231425,0,0,1
FEENTERabcpp,1.63723596578734E-18,1.411446285,1.411446285,0,0,1
FEENTERexs,1.63723596578734E-18,1.411446285,1.411446285,0,0,1
FEENTERtex,0,1.411446285,1.411446285,0,0,1
FEENTERtonex,0,1.411446285,1.411446285,0,0,1
FEENTERtpp,0,1.411446285,1.411446285,0,0,1
FEOXAMR1,0,0.7057231425,0.7057231425,0,0,1
FEOXAMR2,0,0.7057231425,0.7057231425,0,0,1
FEOXAMR3,0,0.7057231425,0.7057231425,0,0,1
FEOXAMUtex,0,1.411446285,1.411446285,0,0,1
FEOXAMUtpp,0,1.411446285,1.411446285,0,0,1
FEOXAMabcpp,0,1.411446285,1.411446285,0,0,1
FEOXAMexs,0,1.411446285,1.411446285,0,0,1
FEOXAMtonex,0,1.411446285,1.411446285,0,0,1
FEROpp,0,250.4774009493,250.4774009493,0,0,1
FESD1s,-7.70935507272974E-17,1.2630194381,1.2630194381,0,0,0
FESD2s,0,0,0,1,1,1
FESR,0,2.5260388762,2.5260388762,0,0,1
FFSD,0,0,0,1,1,1
FHL,0,0,0,1,1,1
FLDR2,0,2.5897290274,2.5897290274,0,0,1
FLVR,0,0.7057231425,0.7057231425,0,0,1
FLVRx,0,0.7057231425,0.7057231425,0,0,1
FMETTRS,0,0,0,1,1,1
FMNAT,0,4.6661475108427E-06,4.6661475108427E-06,0,0,1
FMNRx,0,0.7057231425,0.7057231425,0,0,1
FMNRx2,0,0.7057231425,0.7057231425,0,0,1
FOMETRi,0,1000,1000,0,0,1
FORCT,0,0,0,1,1,1
FORt2pp,0,14.78173536,14.78173536,0,0,1
FORtex,-2.2311938955,0,2.2311938955,0,0,1
FORtppi,0,15.0675427635,15.0675427635,0,0,1
FRD2,0,0.6408609017,0.6408609017,0,0,1
FRD3,0,0.6361159346,0.6361159346,0,0,1
FRUK,0,0,0,1,1,1
FRULYSDG,0,0,0,1,1,1
FRULYSE,0,0,0,1,1,1
FRULYSK,0,0,0,1,1,1
FRULYSt2pp,0,0,0,1,1,1
FRULYStex,0,0,0,1,1,1
FRUURt2rpp,0,0,0,1,1,1
FRUURtex,0,0,0,1,1,1
FRUpts2pp,0,0,0,1,1,1
FRUptspp,0,0,0,1,1,1
FRUtex,0,0,0,1,1,1
FTHFD,0,3.5937120873,3.5937120873,0,0,1
FTHFLi,0,3.3497763078,3.3497763078,0,0,1
FUCtex,0,0,0,1,1,1
FUCtpp,0,0,0,1,1,1
FUM,-1.73754251454922E-12,0.2927396543,0.2927396543,0,0,0
FUMt2_2pp,0,0,0,1,1,1
FUMt2_3pp,0,0,0,1,1,1
FUMtex,1.98074188852108E-28,0,-1.98074188852108E-28,0,0,1
FUSAtex,0,14.78173536,14.78173536,0,0,1
FUSAtpp,0,14.78173536,14.78173536,0,0,1
G1PACT,0,0.2142294991,0.2142294991,0,0,1
G1PPpp,0,0,0,1,1,1
G1PTT,0,0.0218098645,0.0218098645,0,0,1
G1Ptex,0,0,0,1,1,1
G1SAT,0,0.2178542628,0.2178542628,0,0,1
G2PP,0,0,0,1,1,1
G2PPpp,0,0,0,1,1,1
G3PAT120,0,0.8301770604,0.8301770604,0,0,1
G3PAT140,0,0.8301770604,0.8301770604,0,0,1
G3PAT141,0,0.8301770604,0.8301770604,0,0,1
G3PAT160,0,0.8301770604,0.8301770604,0,0,1
G3PAT161,0,0.8301770604,0.8301770604,0,0,1
G3PAT180,0,0.8301770604,0.8301770604,0,0,1
G3PAT181,0,0.8301770604,0.8301770604,0,0,1
G3PCabcpp,0,3.35539794755464E-32,3.35539794755464E-32,0,0,1
G3PCtex,0,0,0,1,1,1
G3PD2,-2.3786640345,2.95822839457879E-31,2.3786640345,0,0,0
G3PD5,0,2.2550375793,2.2550375793,0,0,1
G3PD6,0,2.2550375793,2.2550375793,0,0,1
G3PD7,0,0.619238886,0.619238886,0,0,1
G3PEabcpp,0,0.415627726,0.415627726,0,0,1
G3PEtex,-0.0194,0,0.0194,0,0,1
G3PGabcpp,0,0.4187220385,0.4187220385,0,0,1
G3PGtex,-0.0194,0,0.0194,0,0,1
G3PIabcpp,0,4.3243733496905E-29,4.3243733496905E-29,0,0,1
G3PItex,0,0,0,1,1,1
G3PSabcpp,0,0,0,1,1,1
G3PStex,0,0,0,1,1,1
G3PT,0,3.3497763078,3.3497763078,0,0,1
G5SADs,0,3.0355661239,3.0355661239,0,0,1
G5SD,0,3.0355661239,3.0355661239,0,0,1
G6PDA,0,3.3497763078,3.3497763078,0,0,1
G6PDH2r,-9.88126568715899E-22,0.2202250418,0.2202250418,0,0,0
G6PP,0,3.3497763078,3.3497763078,0,0,1
G6Pt6_2pp,0,0,0,1,1,1
G6Ptex,0,0,0,1,1,1
GAL1PPpp,0,0,0,1,1,1
GAL1Ptex,0,0,0,1,1,1
GALBDtex,0,0,0,1,1,1
GALCTD,0,0,0,1,1,1
GALCTLO,0,0,0,1,1,1
GALCTND,0,0,0,1,1,1
GALCTNLt2pp,0,0,0,1,1,1
GALCTNLtex,0,0,0,1,1,1
GALCTNt2pp,0,0,0,1,1,1
GALCTNtex,0,0,0,1,1,1
GALCTt2rpp,0,0,0,1,1,1
GALCTtex,0,0,0,1,1,1
GALKr,0,0,0,1,1,1
GALM2pp,0,0,0,1,1,1
GALS3,0,0,0,1,1,1
GALT1,0,0.00485,0.00485,0,0,1
GALTptspp,0,0,0,1,1,1
GALTtex,0,0,0,1,1,1
GALURt2rpp,0,0,0,1,1,1
GALURtex,0,0,0,1,1,1
GALUi,0,3.3497763078,3.3497763078,0,0,1
GALabcpp,0,0,0,1,1,1
GALt2pp,0,0,0,1,1,1
GALtex,0,0,0,1,1,1
GAM6Pt6_2pp,0,0,0,1,1,1
GAMAN6Ptex,0,0,0,1,1,1
GAMptspp,0,0,0,1,1,1
GAMtex,0,0,0,1,1,1
GAPD,-1.36705967726525E-14,0.4579513402,0.4579513402,0,0,0
GARFT,-3.3497762878,0.343546031,3.6933223188,0,0,0
GART,0,3.3497763078,3.3497763078,0,0,1
GBBTNtex,0,0,0,1,1,1
GCALDD,4.75013494670612E-19,1.86645900430187E-05,1.86645900430182E-05,0,0,1
GDMANE,0,0,0,1,1,1
GDPDPK,0,3.3497763078,3.3497763078,0,0,1
GDPMNH,0,3.3497763078,3.3497763078,0,0,1
GDPMNP,0,3.3497763078,3.3497763078,0,0,1
GDPTPDP,0,3.3497763078,3.3497763078,0,0,1
GDPtex,0,0,0,1,1,1
GF6PTA,-2.35922392732846E-16,3.3497763078,3.3497763078,0,0,0
GGGABADr,0,0.0957027744,0.0957027744,0,0,1
GGGABAH,0,0.0957027744,0.0957027744,0,0,1
GGPTRCO,0,0.0957027744,0.0957027744,0,0,1
GGPTRCS,0,0.0957027744,0.0957027744,0,0,1
GHBDHx,0,0,0,1,1,1
GHMT2r,-0.3308748294,0.6046131674,0.9354879968,0,0,0
GK1,0,3.3497762878,3.3497762878,0,0,1
GLBRAN2,0,1000,1000,0,0,1
GLCATr,0,0,0,1,1,1
GLCDpp,0,0.23,0.23,0,0,1
GLCNt2rpp,0,0.23,0.23,0,0,1
GLCNtex,-0.23,0,0.23,0,0,1
GLCP,0,1000,1000,0,0,1
GLCP2,0,1000,1000,0,0,1
GLCRAL,0,0,0,1,1,1
GLCRD,-4.06024420434169E-14,0,4.06024420434169E-14,0,0,1
GLCRt2rpp,-4.06024420434169E-14,0,4.06024420434169E-14,0,0,1
GLCRtex,-4.06024420434169E-14,0,4.06024420434169E-14,0,0,1
GLCS1,0,1000,1000,0,0,1
GLCTR1,0,0.00485,0.00485,0,0,1
GLCTR2,0,0.00485,0.00485,0,0,1
GLCTR3,0,0.00485,0.00485,0,0,1
GLCUR1Ptex,0,0,0,1,1,1
GLCURt2rpp,0,0,0,1,1,1
GLCURtex,0,0,0,1,1,1
GLCabcpp,0,0.23,0.23,0,0,1
GLCptspp,7.57918512441939E-43,0.23,0.23,0,0,1
GLCt2pp,0,0.23,0.23,0,0,1
GLCtex,0.0005734319,0.2300000018,0.2294265699,0,0,1
GLCtexi,-1.79999998239921E-09,0.2294265681,0.2294265699,0,0,0
GLDBRAN2,0,1000,1000,0,0,1
GLGC,0,1000,1000,0,0,1
