"","Reaction","LowerBound","UpperBound","Reaction Name","Formula","Gene-Protein-Reaction Association","Gene-Reaction Association","Protein-Reaction Association","Subsystem","EC Number","Reversible","Lower Bound","Upper Bound","Objective (c)"
"171","KARA1",-0.23,4.6031834009503e-17,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)","23dhmb[c] + nadp[c]  <=> alac-S[c] + h[c] + nadph[c]","IlvCec (b3774)","b3774","IlvCec","Valine, Leucine, and Isoleucine Metabolism","1.1.1.86",1,-1000,1000,0
"172","LDH_D",-2.2550375793,0.722114733,"D-lactate dehydrogenase","lac-D[c] + nad[c]  <=> h[c] + nadh[c] + pyr[c]","( Dld (b2133)  ) or ( Ldh (b1380)  )","(b2133 or b1380)","( Dld ) or ( Ldh )","Pyruvate Metabolism","1.1.1.28",1,-1000,1000,0
"173","LEUt2rpp",-3.4310882143,1.68701858038745e-16,"L-leucine reversible transport via proton symport (periplasm)","h[p] + leu-L[p]  <=> h[c] + leu-L[c]","BrnQ (b0401)","b0401","BrnQ","Transport, Inner Membrane",NA,1,-1000,1000,0
"174","LEUtex",-0.1778805494,1.68701858038745e-16,"L-leucine transport via diffusion (extracellular to periplasm)","leu-L[e]  <=> leu-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"175","LYStex",-0.1865749277,0,"L-lysine transport via diffusion (extracellular to periplasm)","lys-L[e]  <=> lys-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"176","MALtex",-0.4298536805,0,"Malate transport via diffusion (extracellular to periplasm)","mal-L[e]  <=> mal-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"177","MDH",-2.2550375793,4.5329134402882e-15,"malate dehydrogenase","mal-L[c] + nad[c]  <=> h[c] + nadh[c] + oaa[c]","Mdh (b3236)","b3236","Mdh","Citric Acid Cycle","1.1.1.37",1,-1000,1000,0
"178","MG2t3_2pp",-7.39086767,0.0001744657,"magnesium (Mg+2) transport in/out via proton antiport (periplasm)","2 h[c] + mg2[p]  <=> mg2[c] + 2 h[p]",NA,NA,NA,"Inorganic Ion Transport and Metabolism",NA,1,-1000,1000,0
"179","MLTP1",-3.3497762878,0,"Maltodextrin phosphorylase (maltopentaose)","maltpt[c] + pi[c]  <=> g1p[c] + maltttr[c]","MalP (b3417)","b3417","MalP","Alternate Carbon Metabolism",NA,1,-1000,1000,0
"180","MLTP2",-3.3497762878,0,"Maltodextrin phosphorylase (maltohexaose)","malthx[c] + pi[c]  <=> g1p[c] + maltpt[c]","MalP (b3417)","b3417","MalP","Alternate Carbon Metabolism",NA,1,-1000,1000,0
"181","MLTP3",-3.3497762878,0,"Maltodextrin phosphorylase (maltoheptaose)","malthp[c] + pi[c]  <=> g1p[c] + malthx[c]","MalP (b3417)","b3417","MalP","Alternate Carbon Metabolism",NA,1,-1000,1000,0
"182","MOX",-2.5126866684,1.1272267897,"malate oxidase","mal-L[c] + o2[c]  <=> h2o2[c] + oaa[c]",NA,NA,NA,"Citric Acid Cycle","1.1.3.3",1,-1000,1000,0
"183","MTHFC",-0.3308748294,0.918535811,"methenyltetrahydrofolate cyclohydrolase","h2o[c] + methf[c]  <=> 10fthf[c] + h[c]","FolD (b0529)","b0529","FolD","Folate Metabolism","3.5.4.9",1,-1000,1000,0
"184","MTHFD",-0.3308748294,0.918535811,"methylenetetrahydrofolate dehydrogenase (NADP)","mlthf[c] + nadp[c]  <=> methf[c] + nadph[c]","FolD (b0529)","b0529","FolD","Folate Metabolism","1.5.1.5",1,-1000,1000,0
"185","NDPK1",-1000,6.7698419741,"nucleoside-diphosphate kinase (ATP:GDP)","atp[c] + gdp[c]  <=> adp[c] + gtp[c]","( Adk (b0474)  ) or ( Ndk (b2518)  )","(b0474 or b2518)","( Adk ) or ( Ndk )","Nucleotide Salvage Pathway","2.7.4.6",1,-1000,1000,0
"186","NDPK3",-1.1165920959,3.3497763078,"nucleoside-diphosphate kinase (ATP:CDP)","atp[c] + cdp[c]  <=> adp[c] + ctp[c]","( Ndk (b2518)  ) or ( Adk (b0474)  )","(b2518 or b0474)","( Ndk ) or ( Adk )","Nucleotide Salvage Pathway","2.7.4.6",1,-1000,1000,0
"187","NDPK5",-0.0608574333,3.3497763078,"nucleoside-diphosphate kinase (ATP:dGDP)","atp[c] + dgdp[c]  <=> adp[c] + dgtp[c]","( Adk (b0474)  ) or ( Ndk (b2518)  )","(b0474 or b2518)","( Adk ) or ( Ndk )","Nucleotide Salvage Pathway","2.7.4.6",1,-1000,1000,0
"188","NDPK7",-0.0608574333,3.3497763078,"nucleoside-diphosphate kinase (ATP:dCDP)","atp[c] + dcdp[c]  <=> adp[c] + dctp[c]","( Adk (b0474)  ) or ( Ndk (b2518)  )","(b0474 or b2518)","( Adk ) or ( Ndk )","Nucleotide Salvage Pathway","2.7.4.6",1,-1000,1000,0
"189","NDPK8",-0.0608574333,3.3497763078,"nucleoside-diphosphate kinase (ATP:dADP)","atp[c] + dadp[c]  <=> adp[c] + datp[c]","( Adk (b0474)  ) or ( Ndk (b2518)  )","(b0474 or b2518)","( Adk ) or ( Ndk )","Nucleotide Salvage Pathway","2.7.4.6",1,-1000,1000,0
"190","ORNtex",-0.0957027744,0,"ornithine transport via diffusion (extracellular to periplasm)","orn[e]  <=> orn[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"191","ORPT",-0.4182179432,0,"orotate phosphoribosyltransferase","orot5p[c] + ppi[c]  <=> orot[c] + prpp[c]","PyrE (b3642)","b3642","PyrE","Purine and Pyrimidine Biosynthesis","2.4.2.10",1,-1000,1000,0
"192","PGAMT",-0.2142294986,0,"phosphoglucosamine mutase","gam1p[c]  <=> gam6p[c]","GlmMec (b3176)","b3176","GlmMec","Cell Envelope Biosynthesis","5.4.2.10",1,-1000,1000,0
"193","PGI",-0.1081622459,0.2260424457,"glucose-6-phosphate isomerase","g6p[c]  <=> f6p[c]","Pgi (b4025)","b4025","Pgi","Glycolysis/Gluconeogenesis","5.3.1.9",1,-1000,1000,0
"194","PGK",-0.4579513402,2.89171554764465e-17,"phosphoglycerate kinase","3pg[c] + atp[c]  <=> 13dpg[c] + adp[c]","Pgk (b2926)","b2926","Pgk","Glycolysis/Gluconeogenesis","2.7.2.3",1,-1000,1000,0
"195","PGM",-0.4581898116,1.9991311055394e-19,"phosphoglycerate mutase","2pg[c]  <=> 3pg[c]","( YibO (b3612)  ) or ( GpmB (b4395)  ) or ( GpmA (b0755)  )","(b3612 or b4395 or b0755)","( YibO ) or ( GpmB ) or ( GpmA )","Glycolysis/Gluconeogenesis","5.4.2.1",1,-1000,1000,0
"196","PGMT",-3.3497762878,0,"phosphoglucomutase","g1p[c]  <=> g6p[c]","( YqaB (b2690)  ) or ( Pgmec (b0688)  )","(b2690 or b0688)","( YqaB ) or ( Pgmec )","Alternate Carbon Metabolism","5.4.2.2",1,-1000,1000,0
"197","PHEt2rpp",-0.0714869876,0,"L-phenylalanine reversible transport via proton symport (periplasm)","h[p] + phe-L[p]  <=> h[c] + phe-L[c]","( YddG (b1473)  ) or ( AroP (b0112)  ) or ( PheP (b0576)  )","(b1473 or b0112 or b0576)","( YddG ) or ( AroP ) or ( PheP )","Transport, Inner Membrane",NA,1,-1000,1000,0
"198","PHETA1",-0.0714869876,0,"phenylalanine transaminase","akg[c] + phe-L[c]  <=> glu-L[c] + phpyr[c]","( TyrB (b4054)  ) or ( AspC (b0928)  ) or ( IlvE (b3770)  )","(b4054 or b0928 or b3770)","( TyrB ) or ( AspC ) or ( IlvE )","Tyrosine, Tryptophan, and Phenylalanine Metabolism","2.6.1.58",1,-1000,1000,0
"199","PHEtex",-0.0714869876,0,"L-phenylalanine transport via diffusion (extracellular to periplasm)","phe-L[e]  <=> phe-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"200","PIt2rpp",-0.2238139449,0.0143080512,"phosphate reversible transport via symport (periplasm)","h[p] + pi[p]  <=> h[c] + pi[c]","( PitBec (b2987)  ) or ( PitA (b3493)  )","(b2987 or b3493)","( PitBec ) or ( PitA )","Inorganic Ion Transport and Metabolism",NA,1,-1000,1000,0
"201","PMANM",-3.3497762878,0,"phosphomannomutase","man1p[c]  <=> man6p[c]","CpsG (b2048)","b2048","CpsG","Alternate Carbon Metabolism","5.4.2.8",1,-1000,1000,0
"202","POR5",-2.5897290274,0.0608574333,"pyruvate synthase","coa[c] + 2 flxso[c] + pyr[c]  <=> accoa[c] + co2[c] + 2 flxr[c] + h[c]","( FldA (b0684)  and YdbK (b1378)  ) or ( FldB (b2895)  and YdbK (b1378)  )","((b0684 and b1378) or (b2895 and b1378))","( FldA and YdbK ) or ( FldB and YdbK )","Pyruvate Metabolism","1.2.7.1",1,-1000,1000,0
"203","PPCK",-0.2248076195,1.604175622,"phosphoenolpyruvate carboxykinase","atp[c] + oaa[c]  -> adp[c] + co2[c] + pep[c]","Pck (b3403)","b3403","Pck","Anaplerotic Reactions","4.1.1.49",0,0,1000,0
"204","PPK2r",-3.3497762878,3.3497763078,"polyphosphate kinase","atp[c] + ppi[c]  <=> adp[c] + pppi[c]","Ppk (b2501)","b2501","Ppk","Oxidative Phosphorylation","2.7.4.1",1,-1000,1000,0
"205","PPKr",-1000,3.3497763279,"polyphosphate kinase","atp[c] + pi[c]  <=> adp[c] + ppi[c]","Ppk (b2501)","b2501","Ppk","Oxidative Phosphorylation","2.7.4.1",1,-1000,1000,0
"206","PPM",-1000,3.3497763078,"phosphopentomutase","r1p[c]  <=> r5p[c]","( YhfW (b3380)  ) or ( DeoB (b4383)  )","(b3380 or b4383)","( YhfW ) or ( DeoB )","Alternate Carbon Metabolism","5.4.2.7",1,-1000,1000,0
"207","PROt2rpp",-1000,0,"L-proline reversible transport via proton symport (periplasm)","h[p] + pro-L[p]  <=> h[c] + pro-L[c]","ProPec (b4111)","b4111","ProPec","Transport, Inner Membrane",NA,1,-1000,1000,0
"208","PROtex",-0.2178542628,0,"L-proline transport via diffusion (extracellular to periplasm)","pro-L[e]  <=> pro-L[p]","( OmpN (b1377)  ) or ( OmpC (b2215)  ) or ( PhoE (b0241)  ) or ( OmpF (b0929)  )","(b1377 or b2215 or b0241 or b0929)","( OmpN ) or ( OmpC ) or ( PhoE ) or ( OmpF )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"209","PRPPS",-1000,3.3497763078,"phosphoribosylpyrophosphate synthetase","atp[c] + r5p[c]  <=> amp[c] + h[c] + prpp[c]","PrsA (b1207)","b1207","PrsA","Histidine Metabolism","2.7.6.1",1,-1000,1000,0
"210","PTRCORNt7pp",-7.39086767,0,"putrescine/ornithine antiporter (periplasm)","orn[c] + ptrc[p]  <=> ptrc[c] + orn[p]","PotEec (b0692)","b0692","PotEec","Transport, Inner Membrane",NA,1,-1000,1000,0
"211","PTRCtex",-0.0957027744,0,"putrescine transport via diffusion (extracellular to periplasm)","ptrc[e]  <=> ptrc[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"212","PUNP1",-3.3497762878,3.3497763078,"purine-nucleoside phosphorylase (Adenosine)","adn[c] + pi[c]  <=> ade[c] + r1p[c]","DeoD (b4384)","b4384","DeoD","Nucleotide Salvage Pathway","2.4.2.1",1,-1000,1000,0
"213","PUNP2",-0.5755059088,0.0608574333,"purine-nucleoside phosphorylase (Deoxyadenosine)","dad-2[c] + pi[c]  <=> 2dr1p[c] + ade[c]","DeoD (b4384)","b4384","DeoD","Nucleotide Salvage Pathway","2.4.2.1",1,-1000,1000,0
"214","PUNP3",-0.0608574333,3.3497763078,"purine-nucleoside phosphorylase (Guanosine)","gsn[c] + pi[c]  <=> gua[c] + r1p[c]","( XapA (b2407)  ) or ( DeoD (b4384)  )","(b2407 or b4384)","( XapA ) or ( DeoD )","Nucleotide Salvage Pathway","2.4.2.1",1,-1000,1000,0
"215","PUNP5",-3.3497762878,3.3497763078,"purine-nucleoside phosphorylase (Inosine)","ins[c] + pi[c]  <=> hxan[c] + r1p[c]","( XapA (b2407)  ) or ( DeoD (b4384)  )","(b2407 or b4384)","( XapA ) or ( DeoD )","Nucleotide Salvage Pathway","2.4.2.1",1,-1000,1000,0
"216","PUNP7",-3.3497762878,3.3497763078,"purine-nucleoside phosphorylase (Xanthosine)","pi[c] + xtsn[c]  <=> r1p[c] + xan[c]","XapA (b2407)","b2407","XapA","Nucleotide Salvage Pathway","2.4.2.1",1,-1000,1000,0
"217","PYNP2r",-3.3497762878,3.3497763078,"pyrimidine-nucleoside phosphorylase (uracil)","pi[c] + uri[c]  <=> r1p[c] + ura[c]","Udp (b3831)","b3831","Udp","Nucleotide Salvage Pathway","2.4.2.2",1,-1000,1000,0
"218","PYRt2rpp",-0.5413658213,0,"pyruvate reversible transport via proton symport (periplasm)","h[p] + pyr[p]  <=> h[c] + pyr[c]",NA,NA,NA,"Transport, Inner Membrane",NA,1,-1000,1000,0
"219","PYRtex",-0.5413658213,0,"pyruvate transport via diffusion (extracellular to periplasm)","pyr[e]  <=> pyr[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"220","QUIN2tex",-0.0714869876,0,"Quinate transport via diffusion (extracellular to periplasm)","quin[e]  <=> quin[p]","( OmpC (b2215)  ) or ( OmpN (b1377)  ) or ( PhoE (b0241)  ) or ( OmpF (b0929)  )","(b2215 or b1377 or b0241 or b0929)","( OmpC ) or ( OmpN ) or ( PhoE ) or ( OmpF )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"221","QUIN2tpp",-0.0714869876,0,"Quinate transport (periplasm)","quin[p]  <=> quin[c]",NA,NA,NA,"Transport, Inner Membrane",NA,1,-1000,1000,0
"222","QUINDH",-0.0714869876,0,"Quinate dehydrogenase","nad[c] + quin[c]  <=> 3dhq[c] + 2 h[c] + nadh[c]","YdiB (b1692)","b1692","YdiB","Tyrosine, Tryptophan, and Phenylalanine Metabolism",NA,1,-1000,1000,0
"223","RPE",-0.0008363256,0.121713925,"ribulose 5-phosphate 3-epimerase","ru5p-D[c]  <=> xu5p-D[c]","( SgcE (b4301)  ) or ( Rpeec (b3386)  )","(b4301 or b3386)","( SgcE ) or ( Rpeec )","Pentose Phosphate Pathway","5.1.3.1",1,-1000,1000,0
"224","RPI",-0.0608569625,4.70838017456048e-07,"ribose-5-phosphate isomerase","r5p[c]  <=> ru5p-D[c]","( RpiA (b2914)  ) or ( RpiB (b4090)  )","(b2914 or b4090)","( RpiA ) or ( RpiB )","Pentose Phosphate Pathway","5.3.1.6",1,-1000,1000,0
"225","SDPTA",-0.1865749277,-3.80451683902476e-17,"succinyldiaminopimelate transaminase","akg[c] + sl26da[c]  <=> glu-L[c] + sl2a6o[c]","ArgD (b3359)","b3359","ArgD","Threonine and Lysine Metabolism","2.6.1.17",1,-1000,1000,0
"226","SERt2rpp",-1000,0,"L-serine reversible transport via proton symport (periplasm)","h[p] + ser-L[p]  <=> h[c] + ser-L[c]","( SdaC (b2796)  ) or ( TdcC (b3116)  )","(b2796 or b3116)","( SdaC ) or ( TdcC )","Transport, Inner Membrane",NA,1,-1000,1000,0
"227","SERtex",-0.4847798262,0,"L-serine transport via diffusion (extracellular to periplasm)","ser-L[e]  <=> ser-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"228","SPMDtex",-0.0478513872,0,"spermidine transport via diffusion (extracellular to periplasm)","spmd[e]  <=> spmd[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"229","SUCCtex",-0.3938220354,0,"succinate transport via diffusion (extracellular to periplasm)","succ[e]  <=> succ[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"230","SUCOAS",-0.2631900615,5.28093155652671e-09,"succinyl-CoA synthetase (ADP-forming)","atp[c] + coa[c] + succ[c]  <=> adp[c] + pi[c] + succoa[c]","SucCD ( b0728 and b0729 )","(b0728 and b0729)","SucCD","Citric Acid Cycle","6.2.1.5",1,-1000,1000,0
"231","TALA",-0.0033192289,0.0608569625,"transaldolase","g3p[c] + s7p[c]  <=> e4p[c] + f6p[c]","( TalA (b2464)  ) or ( TalB (b0008)  )","(b2464 or b0008)","( TalA ) or ( TalB )","Pentose Phosphate Pathway","2.2.1.2",1,-1000,1000,0
"232","THMDt2rpp",-1000,0,"thymidine transport in via proton symport, reversible (periplasm)","h[p] + thymd[p]  <=> h[c] + thymd[c]","XapB (b2406)","b2406","XapB","Transport, Inner Membrane",NA,1,-1000,1000,0
"233","THMDtex",-0.0608574333,0,"thymidine transport via diffusion (extracellular to periplasm)","thymd[e]  <=> thymd[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"234","THRt2rpp",-1000,7.39086768,"L-threonine reversible transport via proton symport (periplasm)","h[p] + thr-L[p]  <=> h[c] + thr-L[c]","TdcC (b3116)","b3116","TdcC","Transport, Inner Membrane",NA,1,-1000,1000,0
"235","THRtex",-0.3028972437,0,"L-threonine transport via diffusion (extracellular to periplasm)","thr-L[e]  <=> thr-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"236","THYMtex",-0.2626276679,-9.65417717520313e-17,"thymine transport via diffusion (extracellular to periplasm)","thym[e]  <=> thym[p]","( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  ) or ( PhoE (b0241)  )","(b0929 or b1377 or b2215 or b0241)","( OmpF ) or ( OmpN ) or ( OmpC ) or ( PhoE )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"237","TKT2",-0.0106300251,0.0608569625,"transketolase","e4p[c] + xu5p-D[c]  <=> f6p[c] + g3p[c]","( TktA (b2935)  ) or ( TktB (b2465)  )","(b2935 or b2465)","( TktA ) or ( TktB )","Pentose Phosphate Pathway","2.2.1.1",1,-1000,1000,0
"238","TRPAS2",-0.0357434938,0.6751452043,"Tryptophanase (L-tryptophan)","h2o[c] + trp-L[c]  <=> indole[c] + nh4[c] + pyr[c]","TnaA (b3708)","b3708","TnaA","Tyrosine, Tryptophan, and Phenylalanine Metabolism","4.1.99.1",1,-1000,1000,0
"239","TRPt2rpp",-0.0357434938,0,"L-tryptophan reversible transport via proton symport (periplasm)","h[p] + trp-L[p]  <=> h[c] + trp-L[c]","( Mtr (b3161)  ) or ( TnaB (b3709)  ) or ( YddG (b1473)  ) or ( AroP (b0112)  )","(b3161 or b3709 or b1473 or b0112)","( Mtr ) or ( TnaB ) or ( YddG ) or ( AroP )","Transport, Inner Membrane",NA,1,-1000,1000,0
"240","TRPtex",-0.0357434938,0,"L-tryptophan transport via diffusion (extracellular to periplasm)","trp-L[e]  <=> trp-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"241","TRSARr",-1000,0.2406043042,"tartronate semialdehyde reductase","2h3oppan[c] + h[c] + nadh[c]  <=> glyc-R[c] + nad[c]","( GlxR (b0509)  ) or ( GarR (b3125)  )","(b0509 or b3125)","( GlxR ) or ( GarR )","Alternate Carbon Metabolism","1.1.1.60",1,-1000,1000,0
"242","TYRt2rpp",-0.0714869876,0,"L-tyrosine reversible transport via proton symport (periplasm)","h[p] + tyr-L[p]  <=> h[c] + tyr-L[c]","( YddG (b1473)  ) or ( TyrP (b1907)  ) or ( AroP (b0112)  ) or ( PheP (b0576)  )","(b1473 or b1907 or b0112 or b0576)","( YddG ) or ( TyrP ) or ( AroP ) or ( PheP )","Transport, Inner Membrane",NA,1,-1000,1000,0
"243","TYRTA",-0.0714869876,0,"tyrosine transaminase","akg[c] + tyr-L[c]  <=> 34hpp[c] + glu-L[c]","( TyrB (b4054)  ) or ( AspC (b0928)  )","(b4054 or b0928)","( TyrB ) or ( AspC )","Tyrosine, Tryptophan, and Phenylalanine Metabolism","2.6.1.5",1,-1000,1000,0
"244","TYRtex",-0.0714869876,0,"L-tyrosine transport via diffusion (extracellular to periplasm)","tyr-L[e]  <=> tyr-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"245","URAt2rpp",-1000,0,"uracil transport in via proton symport, reversible (periplasm)","h[p] + ura[p]  <=> h[c] + ura[c]","YcdG (b1006)","b1006","YcdG","Transport, Inner Membrane",NA,1,-1000,1000,0
"246","URAtex",-0.4182179432,0,"uracil transport via diffusion (extracellular to periplasm)","ura[e]  <=> ura[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"247","UREAtex",-0.0957027744,4.8467614016779e-27,"Urea transport via diffusion (extracellular to periplasm)","urea[e]  <=> urea[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"248","UREAtpp",-0.0957027744,4.8467614016779e-27,"Urea transport via facilitate diffusion (periplasm)","urea[p]  <=> urea[c]","GlpF (b3927)","b3927","GlpF","Transport, Inner Membrane",NA,1,-1000,1000,0
"249","URIt2rpp",-1000,0,"uridine transport in via proton symport, reversible (periplasm)","h[p] + uri[p]  <=> h[c] + uri[c]","XapB (b2406)","b2406","XapB","Transport, Inner Membrane",NA,1,-1000,1000,0
"250","URItex",-0.0608574333,0,"uridine transport via diffusion (extracellular to periplasm)","uri[e]  <=> uri[p]","Tsx (b0411)","b0411","Tsx","Transport, Outer Membrane",NA,1,-1000,1000,0
"251","VALt2rpp",-3.4717441776,0,"L-valine reversible transport via proton symport (periplasm)","h[p] + val-L[p]  <=> h[c] + val-L[c]","( BrnQ (b0401)  ) or ( YgaH (b2683)  and YgaZ (b2682)  )","(b0401 or (b2683 and b2682))","( BrnQ ) or ( YgaH and YgaZ )","Transport, Inner Membrane",NA,1,-1000,1000,0
"252","VALTA",-1000,1000,"valine transaminase","akg[c] + val-L[c]  <=> 3mob[c] + glu-L[c]","IlvE (b3770)","b3770","IlvE","Valine, Leucine, and Isoleucine Metabolism","2.6.1.42",1,-1000,1000,0
"253","VALtex",-0.23,0,"L-valine transport via diffusion (extracellular to periplasm)","val-L[e]  <=> val-L[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"254","VPAMTr",-1000,1000,"Valine-pyruvate aminotransferase","3mob[c] + ala-L[c]  <=> pyr[c] + val-L[c]","AvtA (b3572)","b3572","AvtA","Valine, Leucine, and Isoleucine Metabolism","2.6.1.66",1,-1000,1000,0
"255","XANtex",-0.2674221289,0,"xanthine transport via diffusion (extracellular to periplasm)","xan[e]  <=> xan[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"256","XANtpp",-14.78173534,0,"xanthine reversible transport (periplasm)","xan[p]  <=> xan[c]",NA,NA,NA,"Transport, Inner Membrane",NA,1,-1000,1000,0
"257","XTSNt2rpp",-0.0608574333,0,"Xanthosine transport via proton symport (periplasm)","h[p] + xtsn[p]  <=> h[c] + xtsn[c]","XapB (b2406)","b2406","XapB","Transport, Inner Membrane",NA,1,-1000,1000,0
"258","XTSNtex",-0.0608574333,0,"xanthosine transport via diffusion (extracellular to periplasm)","xtsn[e]  <=> xtsn[p]","( PhoE (b0241)  ) or ( OmpF (b0929)  ) or ( OmpN (b1377)  ) or ( OmpC (b2215)  )","(b0241 or b0929 or b1377 or b2215)","( PhoE ) or ( OmpF ) or ( OmpN ) or ( OmpC )","Transport, Outer Membrane Porin",NA,1,-1000,1000,0
"259","XYLI2",-0.3477563707,0.3381622459,"xylose isomerase","glc-D[c]  <=> fru[c]","XylA (b3565)","b3565","XylA","Alternate Carbon Metabolism","5.3.1.5",1,-1000,1000,0
